"Subject" "Activity" "Domain" "Component" "Sensor" "Signal" "Stats" "Direction" "Value"
23 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.032
24 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
24 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.013
24 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.014
24 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.023
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.015
24 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.025
25 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.019
25 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.015
25 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.016
25 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.019
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.021
25 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.027
26 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.019
26 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.007
26 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
26 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.015
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.013
26 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.028
27 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.018
27 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.016
27 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
27 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.014
27 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.02
28 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
28 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.019
28 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
28 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.016
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.022
28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.028
29 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
29 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
29 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
29 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.016
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.015
29 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.03
30 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.019
30 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.008
30 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
30 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.018
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.017
30 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Y" -0.025
1 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.113
1 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.105
1 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
1 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
1 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.097
2 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
2 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
2 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
2 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.117
2 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.153
3 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.101
3 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.098
3 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.102
3 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.113
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.116
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
4 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
4 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
4 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.096
4 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
4 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.114
5 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
5 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
5 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.102
5 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.1
5 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
6 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.133
6 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
6 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.112
6 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.122
7 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.101
7 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.122
7 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.1
7 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.097
7 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.144
8 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.102
8 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
8 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
8 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.115
9 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
9 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.075
9 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.095
9 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.091
9 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.125
10 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.117
10 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
10 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
10 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
10 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.118
11 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
11 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.113
11 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
11 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
11 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
12 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
12 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
12 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
12 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.103
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
12 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
13 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
13 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.097
13 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.112
13 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.102
13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.126
14 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.087
14 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.1
14 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
14 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.093
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.112
15 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.119
15 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.114
15 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
15 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
15 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.117
16 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
16 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.089
16 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
16 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.12
16 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.124
17 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
17 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.114
17 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
17 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.089
17 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.121
18 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
18 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.112
18 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
18 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.103
18 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.113
19 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
19 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
19 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
19 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.123
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.134
19 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.151
20 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
20 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
20 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.1
20 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.114
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.105
20 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.121
21 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.103
21 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.112
21 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
21 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.098
21 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.125
22 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
22 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
22 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.105
22 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.118
23 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
23 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
23 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
23 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.113
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.099
23 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.127
24 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
24 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.103
24 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
24 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.111
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.105
24 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.114
25 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.1
25 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
25 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
25 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
25 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.126
26 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.105
26 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.097
26 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
26 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
26 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.122
27 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
27 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.106
27 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
27 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.113
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.113
27 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.124
28 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.108
28 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.112
28 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
28 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.122
29 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
29 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.11
29 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
29 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.107
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.098
29 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.118
30 "LAYING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.104
30 "SITTING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.1
30 "STANDING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.109
30 "WALKING" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.099
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.1
30 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "MEAN" "Z" -0.125
1 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.249
1 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.832
1 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.943
1 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.935
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.932
1 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.893
2 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.51
2 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.94
2 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.897
2 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.913
2 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.862
2 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.791
3 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.242
3 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.901
3 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.935
3 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.937
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.939
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.884
4 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.421
4 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.869
4 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.956
4 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.964
4 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.948
4 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.946
5 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.483
5 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.881
5 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.96
5 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.973
5 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.957
5 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.937
6 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.477
6 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.934
6 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.945
6 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.958
6 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.929
6 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.914
7 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.503
7 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.969
7 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.959
7 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.933
7 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.931
7 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.819
8 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.406
8 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.832
8 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.958
8 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.914
8 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.914
8 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.86
9 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.58
9 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.916
9 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.961
9 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.952
9 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.938
9 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.903
10 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.453
10 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.792
10 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.954
10 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.963
10 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.94
10 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.932
11 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.135
11 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.872
11 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.956
11 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.946
11 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.942
11 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.893
12 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.379
12 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.926
12 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.957
12 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.967
12 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.95
12 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.938
13 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.157
13 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.926
13 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.943
13 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.911
13 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.942
13 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.848
14 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.145
14 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.939
14 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.875
14 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.803
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.816
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.688
15 "LAYING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" -0.172
15 "SITTING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.89
15 "STANDING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.966
15 "WALKING" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.952
15 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "MEAN" "X" 0.932
